Season,PlayerID,Age,YearsExperience,League,Team,Position,Games,PointsPerGame,AssistsPerGame,BlocksPerGame,ReboundsPerGame,EffectiveFieldGoalPercent
2001,3154,23,3,NBA,CLE,C,70,5.7,0.9,1.1,4.3,0.497
1999,3155,23,1,NBA,ATL,SF,34,4.8,0.4,0.0,1.5,0.383
2001,3155,25,3,NBA,TOT,SF,35,9.6,1.7,0.2,3.4,0.44
2000,3155,24,2,NBA,ATL,SF,44,7.2,1.2,0.1,3.1,0.398
2001,3155,25,3,NBA,ATL,SF,34,9.9,1.7,0.2,3.5,0.439
2001,3155,25,3,NBA,PHI,SF,1,2.0,0.0,0.0,2.0,0.5
2007,3156,31,9,NBA,MIL,SF,81,14.7,2.9,0.3,5.4,0.55
2001,3156,25,3,NBA,SEA,SF,76,13.0,2.1,0.6,5.0,0.495
2004,3156,28,6,NBA,POR,SF,73,6.9,1.9,0.3,3.7,0.509
2006,3156,30,8,NBA,POR,SF,45,11.4,1.3,0.3,3.4,0.496
2000,3156,24,2,NBA,SEA,SF,81,11.6,1.6,0.5,5.4,0.545
2003,3156,27,5,NBA,POR,SF,78,8.3,1.3,0.4,3.4,0.495
2006,3156,30,8,NBA,DEN,SG,26,13.2,2.6,0.3,3.5,0.545
2006,3156,30,8,NBA,TOT,SF-SG,71,12.1,1.8,0.3,3.4,0.516
1999,3156,23,1,NBA,LAL,SF,24,2.7,0.1,0.1,1.3,0.422
2002,3156,26,4,NBA,POR,SF,75,11.2,1.4,0.5,4.0,0.523
2005,3156,29,7,NBA,POR,SF,70,11.6,2.0,0.3,3.9,0.532
2008,3156,32,10,NBA,LAC,SF,20,5.1,0.9,0.4,3.2,0.453
2000,3157,24,2,NBA,CLE,PF,25,2.1,0.2,0.4,1.8,0.333
1999,3157,23,1,NBA,CLE,PF,18,2.6,0.3,0.6,1.9,0.378
1999,3158,23,1,NBA,LAL,PG,2,4.0,0.0,0.0,1.5,0.6
2001,3158,25,3,NBA,MIN,PG,14,1.4,0.3,0.0,0.4,0.5
2000,3158,24,2,NBA,LAL,PG,3,3.3,0.7,0.0,0.3,0.556
2000,3158,24,2,NBA,TOT,PG,52,4.9,0.6,0.1,1.4,0.531
2000,3158,24,2,NBA,GSW,PG,49,5.0,0.6,0.1,1.4,0.53
2007,3159,31,7,NBA,PHO,PF,3,2.0,0.0,0.3,1.0,0.333
2000,3159,24,2,NBA,TOR,PF,5,1.6,0.0,0.2,0.4,0.333
2002,3159,26,3,NBA,MIA,C,21,4.6,0.4,0.5,3.6,0.432
2008,3159,32,8,NBA,PHO,C,19,3.1,0.2,0.5,1.9,0.547
2011,3159,35,11,NBA,POR,C,29,1.6,0.1,0.2,1.4,0.455
2003,3159,27,4,NBA,MIA,PF,23,2.3,0.1,0.3,1.5,0.373
2006,3159,30,6,NBA,SAS,PF,25,3.2,0.3,0.3,1.7,0.521
2010,3159,34,10,NBA,NOH,C,14,0.7,0.1,0.2,1.6,0.5
2009,3159,33,9,NBA,NOH,C,60,3.2,0.2,0.6,3.1,0.491
2005,3159,29,5,NBA,SAS,PF,23,3.3,0.3,0.5,2.4,0.338
1999,3159,23,1,NBA,TOR,PF,8,1.4,0.0,0.0,0.1,0.625
2004,3160,28,6,NBA,NOH,PG,16,4.5,3.3,0.1,1.1,0.377
2001,3160,25,3,NBA,SEA,PG,69,6.8,2.8,0.1,1.9,0.52
2004,3160,28,6,NBA,ORL,SG,37,4.9,1.7,0.0,1.2,0.474
2003,3160,27,5,NBA,DEN,PG,27,9.4,5.1,0.1,2.3,0.467
2003,3160,27,5,NBA,BOS,PG,51,7.3,2.5,0.1,2.2,0.479
2007,3160,31,7,NBA,LAL,PG,30,3.1,1.0,0.0,1.3,0.523
2003,3160,27,5,NBA,TOT,PG,78,8.0,3.4,0.1,2.2,0.474
2000,3160,24,2,NBA,SEA,PG,43,5.2,1.8,0.0,1.2,0.427
2004,3160,28,6,NBA,TOT,SG-PG,53,4.8,2.2,0.0,1.1,0.44
2002,3160,26,4,NBA,SEA,SG,50,4.4,1.7,0.0,1.3,0.492
1999,3160,23,1,NBA,ATL,PG,2,1.5,0.5,0.0,0.0,0.0
1999,3161,23,1,NBA,PHO,SG,27,2.9,0.5,0.1,2.0,0.401
2000,3161,24,2,NBA,PHO,SG,46,3.5,0.7,0.1,1.6,0.421
1999,3162,25,1,NBA,MIN,C,1,0.0,0.0,0.0,3.0,
2001,3163,25,3,NBA,WAS,SF,48,8.4,1.4,0.3,2.7,0.414
2001,3163,25,3,NBA,LAC,SG,14,7.7,0.8,0.3,3.0,0.366
2000,3163,24,2,NBA,LAC,SG,73,13.3,1.7,0.4,3.8,0.449
2001,3163,25,3,NBA,TOT,SF-SG,62,8.3,1.2,0.3,2.8,0.403
2002,3163,26,4,NBA,WAS,SF,70,6.3,1.3,0.3,4.5,0.45
1999,3163,23,1,NBA,LAC,SF,50,10.1,1.6,0.4,3.5,0.493
2003,3164,25,5,NBA,WAS,PG,75,8.6,3.5,0.0,2.0,0.485
2009,3164,31,11,NBA,ORL,PG,14,3.0,1.0,0.0,0.8,0.465
2009,3164,31,11,NBA,MIL,PG,30,4.7,1.5,0.0,1.2,0.542
2001,3164,23,3,NBA,LAL,PG,38,3.4,1.2,0.0,0.8,0.474
1999,3164,21,1,NBA,LAL,PG,15,5.0,1.7,0.0,0.4,0.485
2007,3164,29,9,NBA,ATL,PG,56,11.4,3.6,0.0,1.9,0.469
2002,3164,24,4,NBA,WAS,PG,71,7.8,3.5,0.0,1.7,0.488
2005,3164,27,7,NBA,TOT,PG,70,11.2,4.6,0.0,2.1,0.493
2005,3164,27,7,NBA,HOU,PG,21,6.0,2.8,0.0,1.9,0.455
2005,3164,27,7,NBA,ATL,PG,49,13.5,5.4,0.0,2.2,0.502
2008,3164,30,10,NBA,DAL,PG,17,3.8,0.9,0.1,0.8,0.553
2009,3164,31,11,NBA,TOT,PG,44,4.2,1.4,0.0,1.0,0.522
2006,3164,28,8,NBA,ATL,PG,51,11.0,3.1,0.1,1.6,0.529
2000,3164,22,2,NBA,LAL,PG,8,6.0,2.1,0.0,1.5,0.538
2008,3164,30,10,NBA,TOT,PG,50,5.8,1.5,0.0,1.1,0.524
2008,3164,30,10,NBA,ATL,PG,33,6.8,1.8,0.0,1.2,0.515
2004,3164,26,6,NBA,ORL,PG,76,10.5,4.2,0.1,2.5,0.489
1999,3165,23,1,NBA,DEN,PG,1,4.0,2.0,0.0,0.0,1.5
2004,3166,27,6,NBA,TOR,SG,73,22.5,4.8,0.9,4.8,0.449
2002,3166,25,4,NBA,TOR,SG,60,24.7,4.0,0.7,5.2,0.474
2019,3166,42,21,NBA,ATL,PF,76,7.4,1.1,0.4,2.6,0.55
2011,3166,34,13,NBA,ORL,SG,22,15.1,2.9,0.1,4.1,0.521
2005,3166,28,7,NBA,NJN,SF,57,27.5,4.7,0.6,5.9,0.505
2005,3166,28,7,NBA,TOR,SG,20,15.9,3.1,0.8,3.3,0.442
2005,3166,28,7,NBA,TOT,SF-SG,77,24.5,4.2,0.6,5.2,0.493
2007,3166,30,9,NBA,NJN,SG,82,25.2,4.8,0.4,6.0,0.503
2011,3166,34,13,NBA,TOT,SG,73,14.0,2.0,0.3,3.8,0.502
2014,3166,37,16,NBA,DAL,SG,81,11.9,2.6,0.4,3.5,0.497
2001,3166,24,3,NBA,TOR,SF,75,27.6,3.9,1.1,5.5,0.509
2011,3166,34,13,NBA,PHO,SG,51,13.5,1.6,0.3,3.6,0.494
2016,3166,39,18,NBA,MEM,SG,60,6.6,0.9,0.3,2.4,0.474
2006,3166,29,8,NBA,NJN,SG,79,24.2,4.3,0.7,5.8,0.471
2017,3166,40,19,NBA,MEM,SF,73,8.0,1.8,0.5,3.1,0.508
2010,3166,33,12,NBA,ORL,SG,75,16.6,3.1,0.2,3.9,0.486
2009,3166,32,11,NBA,NJN,SG,80,20.8,4.7,0.5,5.1,0.493
2012,3166,35,14,NBA,DAL,SG,61,10.1,2.3,0.4,3.4,0.48
1999,3166,22,1,NBA,TOR,SF,50,18.3,3.0,1.5,5.7,0.463
2003,3166,26,5,NBA,TOR,SG,43,20.6,3.3,1.0,4.4,0.497
2015,3166,38,17,NBA,MEM,SG,66,5.8,1.2,0.2,2.0,0.417
2000,3166,23,2,NBA,TOR,SF,82,25.7,3.9,1.1,5.8,0.493
2020,3166,43,22,NBA,ATL,PF,60,5.0,0.8,0.4,2.1,0.452
2008,3166,31,10,NBA,NJN,SG,76,21.3,5.1,0.4,6.0,0.494
2013,3166,36,15,NBA,DAL,SF,81,13.4,2.4,0.5,4.1,0.53
2018,3166,41,20,NBA,SAC,SF,58,5.4,1.2,0.4,2.6,0.504
2003,3167,26,5,NBA,MIA,C,79,5.6,0.3,0.5,7.0,0.433
1999,3167,22,1,NBA,SEA,C,23,5.5,0.5,1.0,3.3,0.424
2004,3167,27,6,NBA,POR,C,42,2.6,0.5,0.4,3.0,0.417
2001,3167,24,3,NBA,NJN,C,29,2.8,0.6,0.4,3.8,0.324
2002,3167,25,4,NBA,MIA,C,67,4.3,0.2,0.7,4.0,0.472
2000,3167,23,2,NBA,SEA,C,30,2.5,0.1,0.4,1.6,0.367
2000,3168,23,1,NBA,CLE,C,8,1.0,0.0,0.0,2.8,0.19
2008,3169,33,9,NBA,TOT,SG-SF,35,1.9,0.8,0.1,1.7,0.395
2008,3169,33,9,NBA,CHI,SG,22,2.3,1.0,0.0,1.7,0.4
2006,3169,31,7,NBA,DAL,SG,52,4.6,1.7,0.2,4.4,0.48
2002,3169,27,3,NBA,DAL,SG,58,7.2,1.8,0.2,3.9,0.521
2005,3169,30,6,NBA,CHI,SF,69,2.2,0.8,0.1,2.1,0.366
2001,3169,26,2,NBA,BOS,SF,44,2.1,0.6,0.1,2.0,0.387
2004,3169,29,5,NBA,HOU,SG,19,0.6,0.5,0.1,1.0,0.306
2008,3169,33,9,NBA,SEA,SF,13,1.1,0.4,0.1,1.7,0.375
2000,3169,25,1,NBA,BOS,SG,72,6.7,2.5,0.2,5.2,0.443
2003,3169,28,4,NBA,DAL,SG,74,4.4,1.4,0.1,3.6,0.442
2007,3169,32,8,NBA,CHI,SF,54,2.5,1.1,0.1,2.0,0.473
2000,3170,23,1,NBA,TOR,C,3,2.3,0.3,0.3,2.7,0.286
2005,3170,28,2,NBA,UTA,C,12,1.6,0.5,0.2,2.3,0.316
2011,3171,34,12,NBA,POR,PG,81,12.7,7.0,0.1,3.7,0.462
2016,3171,39,17,NBA,MIN,PG,26,3.4,2.2,0.0,0.9,0.629
2006,3171,29,7,NBA,DEN,PG,82,13.7,8.2,0.2,4.3,0.466
2001,3171,24,2,NBA,CLE,PG,82,15.8,8.0,0.3,4.4,0.461
2014,3171,37,15,NBA,DEN,SG,30,5.9,3.3,0.2,2.4,0.49
2016,3171,39,17,NBA,SAS,PG,13,4.3,2.2,0.0,2.1,0.49
2015,3171,38,16,NBA,SAC,PG,30,5.7,4.7,0.1,2.5,0.48
2000,3171,23,1,NBA,CLE,PG,82,11.1,5.8,0.2,3.4,0.456
2010,3171,33,11,NBA,POR,PG,82,14.0,5.4,0.1,3.2,0.454
2015,3171,38,16,NBA,WAS,PG,51,3.6,2.8,0.0,1.5,0.546
2015,3171,38,16,NBA,TOT,PG,81,4.4,3.5,0.1,1.9,0.512
2004,3171,27,5,NBA,DEN,PG,82,14.8,6.1,0.3,4.5,0.463
2002,3171,25,3,NBA,CLE,PG,81,16.5,10.9,0.4,4.7,0.464
2008,3171,31,9,NBA,PHI,PG,82,17.0,6.9,0.1,4.0,0.494
2014,3171,37,15,NBA,TOT,SG,58,4.9,3.4,0.2,2.2,0.483
2016,3171,39,17,NBA,TOT,PG,39,3.7,2.2,0.0,1.3,0.566
2013,3171,36,14,NBA,DEN,PG,82,9.6,5.9,0.1,2.9,0.493
2014,3171,37,15,NBA,WAS,SG,28,3.8,3.5,0.1,2.0,0.471
2007,3171,30,8,NBA,TOT,PG,80,13.4,7.8,0.1,4.4,0.469
2007,3171,30,8,NBA,PHI,PG,57,13.6,7.3,0.1,4.4,0.465
2009,3171,32,10,NBA,PHI,PG,82,16.3,6.5,0.2,4.5,0.48
2003,3171,26,4,NBA,LAC,PG,80,13.6,6.7,0.1,4.0,0.419
2012,3171,35,13,NBA,DEN,SG,66,9.7,6.7,0.1,3.3,0.455
2005,3171,28,6,NBA,DEN,PG,82,13.6,6.9,0.1,4.1,0.48
2007,3171,30,8,NBA,DEN,PG,23,13.0,9.1,0.2,4.5,0.48
2002,3172,26,3,NBA,MIA,PG,46,4.3,4.7,0.1,2.5,0.344
2008,3172,32,9,NBA,DEN,PG,70,7.8,5.5,0.4,2.9,0.505
2011,3172,35,12,NBA,DEN,PG,14,1.9,1.9,0.1,0.9,0.4
2011,3172,35,12,NBA,NYK,PG,19,4.4,2.3,0.3,2.1,0.513
2001,3172,25,2,NBA,MIA,PG,72,6.4,3.7,0.1,2.5,0.413
2006,3172,30,7,NBA,MIN,PG,45,3.3,2.2,0.2,1.4,0.401
2010,3172,34,11,NBA,DEN,PG,54,3.3,3.0,0.2,1.6,0.467
2004,3172,28,5,NBA,SAS,PG,5,4.4,2.4,0.0,2.2,0.297
2000,3172,24,1,NBA,MIA,PG,79,6.3,4.8,0.1,2.5,0.398
2007,3172,31,8,NBA,DEN,PG,2,3.0,5.5,0.5,1.5,0.375
2012,3172,36,13,NBA,TOR,PG,24,2.0,1.4,0.2,1.4,0.368
2005,3172,29,6,NBA,MIN,PG,66,2.7,2.4,0.3,1.0,0.412
2003,3172,27,4,NBA,MIA,PG,49,4.1,4.1,0.1,1.7,0.356
2011,3172,35,12,NBA,TOT,PG,33,3.3,2.1,0.2,1.5,0.481
2009,3172,33,10,NBA,DEN,PG,78,5.3,4.7,0.2,2.6,0.46
2011,3173,31,12,NBA,LAC,PG,43,12.8,7.0,0.5,2.8,0.459
2008,3173,28,9,NBA,GSW,PG,82,21.8,7.6,0.5,4.7,0.483
2002,3173,22,3,NBA,CHH,PG,82,18.1,8.5,0.6,4.3,0.48
2009,3173,29,10,NBA,LAC,PG,65,14.9,7.7,0.5,3.7,0.422
2004,3173,24,5,NBA,NOH,PG,67,22.9,7.5,0.4,4.3,0.462
2000,3173,20,1,NBA,CHH,PG,82,5.9,3.8,0.2,2.0,0.449
2001,3173,21,2,NBA,CHH,PG,82,13.8,7.3,0.4,5.0,0.472
2006,3173,26,7,NBA,GSW,PG,54,17.9,8.9,0.3,4.4,0.448
2011,3173,31,12,NBA,CLE,PG,15,13.9,6.1,0.4,2.4,0.522
2011,3173,31,12,NBA,TOT,PG,58,13.1,6.7,0.5,2.7,0.475
2010,3173,30,11,NBA,LAC,PG,75,15.3,8.0,0.6,3.5,0.446
2005,3173,25,6,NBA,GSW,PG,28,19.5,8.3,0.4,3.9,0.483
2007,3173,27,8,NBA,GSW,PG,63,20.1,8.1,0.5,4.4,0.48
2003,3173,23,4,NBA,NOH,PG,50,17.1,6.4,0.4,3.7,0.478
2012,3173,32,13,NBA,NYK,PG,29,6.1,4.7,0.1,1.9,0.44
2005,3173,25,6,NBA,TOT,PG,46,19.2,7.9,0.3,3.8,0.465
2005,3173,25,6,NBA,NOH,PG,18,18.9,7.2,0.2,3.7,0.439
2002,3174,24,3,NBA,ATL,PF,52,3.1,0.2,0.3,2.1,0.353
2000,3174,22,1,NBA,ATL,SF,46,2.7,0.3,0.2,1.8,0.426
2001,3174,23,2,NBA,ATL,SF,44,3.2,0.1,0.5,1.8,0.469
2005,3175,28,6,NBA,TOT,C,51,2.4,0.2,0.5,2.1,0.454
2003,3175,26,4,NBA,SEA,C,47,2.9,0.3,0.7,2.3,0.437
2005,3175,28,6,NBA,DAL,C,34,2.4,0.1,0.5,1.7,0.43
2005,3175,28,6,NBA,MIL,C,17,2.5,0.2,0.7,2.9,0.517
2009,3175,32,10,NBA,SAC,C,7,2.3,0.0,0.3,1.4,0.5
2009,3175,32,10,NBA,MIN,C,1,0.0,0.0,0.0,1.0,
2008,3175,31,9,NBA,PHI,C,31,0.8,0.3,0.6,1.2,0.333
2006,3175,29,7,NBA,WAS,C,33,1.4,0.4,0.3,1.6,0.436
2007,3175,30,8,NBA,WAS,C,44,1.6,0.4,0.7,1.8,0.477
2002,3175,25,3,NBA,SEA,C,15,6.2,1.1,0.9,3.6,0.427
2001,3175,24,2,NBA,DAL,C,15,7.5,1.3,2.0,4.8,0.548
2001,3175,24,2,NBA,TOT,C,55,5.3,0.8,2.0,4.5,0.476
2001,3175,24,2,NBA,WAS,C,40,4.5,0.6,2.0,4.4,0.44
2000,3175,23,1,NBA,WAS,C,11,3.8,0.6,1.3,2.9,0.348
2004,3175,27,5,NBA,SEA,C,71,4.9,0.4,1.4,3.9,0.466
2009,3175,32,10,NBA,TOT,C,8,2.0,0.0,0.3,1.4,0.5
2000,3176,24,1,NBA,DEN,PG,45,3.1,2.5,0.0,1.2,0.46
2001,3176,25,2,NBA,BOS,PG,25,3.3,2.2,0.0,0.8,0.385
2009,3177,34,10,NBA,TOT,PG,33,3.0,1.8,0.1,0.7,0.367
2006,3177,31,7,NBA,WAS,SG,28,6.7,2.5,0.0,1.6,0.474
2006,3177,31,7,NBA,TOT,PG-SG,71,9.5,2.8,0.0,1.7,0.479
2000,3177,25,1,NBA,ORL,PG,82,9.5,3.7,0.0,1.5,0.462
2002,3177,27,3,NBA,DET,PG,79,12.1,3.3,0.1,2.0,0.553
2004,3177,29,5,NBA,BOS,PG,24,12.0,5.3,0.0,1.9,0.496
2009,3177,34,10,NBA,OKC,PG,19,3.7,1.6,0.1,0.9,0.349
2010,3177,35,11,NBA,DET,PG,40,4.0,2.3,0.0,0.7,0.433
2007,3177,32,8,NBA,MEM,PG,75,13.2,4.6,0.1,1.9,0.515
2006,3177,31,7,NBA,MEM,PG,43,11.4,3.0,0.0,1.7,0.481
2009,3177,34,10,NBA,DEN,PG,14,1.9,2.0,0.1,0.4,0.426
2003,3177,28,4,NBA,DET,PG,65,7.1,2.7,0.1,1.5,0.454
2005,3177,30,6,NBA,LAL,PG,82,13.6,4.4,0.0,2.4,0.523
2001,3177,26,2,NBA,DET,PG,81,12.0,4.1,0.1,2.1,0.463
2004,3177,29,5,NBA,DET,PG,40,6.2,2.4,0.0,1.2,0.464
2008,3177,33,9,NBA,DEN,SG,24,4.7,2.0,0.0,1.3,0.447
2004,3177,29,5,NBA,TOT,PG,64,8.4,3.5,0.0,1.5,0.48
2012,3178,32,13,NBA,CHA,SF,32,15.0,1.2,0.0,3.9,0.405
2001,3178,21,2,NBA,LAC,SF,69,10.0,1.2,0.1,4.2,0.479
2000,3178,20,1,NBA,ORL,SF,77,8.4,0.8,0.3,3.9,0.48
2008,3178,28,9,NBA,LAC,SF,70,22.1,2.7,0.1,5.6,0.497
2007,3178,27,8,NBA,LAC,SF,75,16.9,2.8,0.2,5.9,0.462
2006,3178,26,7,NBA,LAC,SF,32,17.8,2.1,0.1,5.3,0.477
2010,3178,30,11,NBA,GSW,PF,70,19.8,2.5,0.1,5.3,0.523
2002,3178,22,3,NBA,LAC,SG,63,11.4,1.8,0.3,3.7,0.487
2013,3178,33,14,NBA,DET,SF,18,5.3,1.1,0.1,1.4,0.388
2004,3178,24,5,NBA,LAC,SF,73,20.7,3.1,0.2,5.9,0.485
2011,3178,31,12,NBA,MIL,SF,67,12.0,1.3,0.1,3.6,0.478
2009,3178,29,10,NBA,GSW,PF,51,18.6,1.8,0.2,5.5,0.479
2005,3178,25,6,NBA,LAC,SG,66,22.2,3.4,0.1,6.0,0.457
2003,3178,23,4,NBA,LAC,SG,64,16.8,1.9,0.3,5.0,0.484
2000,3179,25,1,NBA,CHI,PG,25,7.6,2.6,0.1,2.0,0.422
2000,3180,24,1,NBA,NYK,PF,5,1.2,0.0,0.0,1.4,0.333
2000,3181,23,1,NBA,CHH,PF,2,0.0,0.0,0.0,0.5,0.0
2001,3182,25,2,NBA,SAS,SG,33,2.6,0.6,0.2,1.2,0.446
2000,3182,24,1,NBA,SAS,SG,8,5.0,0.6,0.1,3.3,0.402
2004,3182,28,4,NBA,ORL,SG,9,2.9,0.2,0.0,1.4,0.357
2002,3182,26,3,NBA,NJN,SG,25,2.9,1.2,0.2,1.8,0.319
2002,3182,26,3,NBA,TOT,SG,32,3.2,1.1,0.1,1.8,0.346
2002,3182,26,3,NBA,TOR,SG,7,4.0,0.6,0.0,1.6,0.442
2000,3183,22,1,NBA,LAL,SF,49,3.2,0.2,0.1,1.5,0.444
2009,3183,31,10,NBA,DAL,SF,43,3.4,0.3,0.3,1.8,0.458
2002,3183,24,3,NBA,LAL,SF,82,7.1,1.4,0.5,3.7,0.474
2001,3183,23,2,NBA,LAL,SF,59,3.1,0.3,0.3,1.9,0.345
2003,3183,25,4,NBA,LAL,SF,71,6.9,1.3,0.5,4.0,0.444
2010,3183,32,11,NBA,GSW,SF,45,5.4,0.7,0.2,2.5,0.549
2008,3183,30,9,NBA,DAL,SF,53,3.7,0.7,0.2,2.6,0.411
2007,3183,29,8,NBA,DAL,SF,60,6.4,0.6,0.4,3.6,0.466
2005,3183,27,6,NBA,LAL,SF,15,7.3,0.9,0.1,3.5,0.457
2004,3183,26,5,NBA,LAL,SF,82,7.4,1.4,0.5,4.0,0.465
2006,3183,28,7,NBA,LAL,SF,71,6.3,1.0,0.5,3.9,0.459
2004,3184,25,5,NBA,TOR,SG,14,4.6,1.1,0.1,2.1,0.415
2004,3184,25,5,NBA,ATL,SG,55,10.1,2.1,0.3,4.3,0.426
2002,3184,23,3,NBA,ATL,SG,55,8.9,1.5,0.3,3.1,0.454
2005,3184,26,6,NBA,SAS,SG,7,3.6,0.6,0.4,1.6,0.386
2003,3184,24,4,NBA,ATL,SG,76,9.7,1.9,0.2,3.7,0.471
2001,3184,22,2,NBA,ATL,SG,57,5.9,1.2,0.2,2.3,0.433
2004,3184,25,5,NBA,TOT,SG,69,9.0,1.9,0.3,3.9,0.424
2000,3184,21,1,NBA,ATL,SG,30,6.5,0.9,0.1,1.3,0.421
2000,3185,23,1,NBA,CHH,SF,67,7.0,0.5,0.4,2.7,0.549
2002,3185,25,3,NBA,CHI,SF,29,9.0,1.3,0.4,2.7,0.457
2001,3185,24,2,NBA,CHH,SF,67,7.4,0.9,0.5,3.0,0.533
2003,3185,26,4,NBA,CHI,SF,64,5.7,1.0,0.2,3.1,0.497
2004,3185,27,5,NBA,CHI,SF,51,6.7,1.1,0.2,2.0,0.483
2010,3186,30,11,NBA,PHI,PF,76,13.1,1.4,1.1,6.1,0.48
2016,3186,36,17,NBA,PHI,C,17,4.1,1.1,0.5,3.7,0.431
2001,3186,21,2,NBA,CHI,PF,74,20.1,3.2,1.6,10.1,0.476
2006,3186,26,7,NBA,LAC,PF,79,24.7,2.6,2.5,10.0,0.527
2009,3186,29,10,NBA,PHI,PF,29,13.8,1.3,1.6,8.8,0.447
2000,3186,20,1,NBA,CHI,PF,81,20.1,1.9,1.6,10.0,0.482
2014,3186,34,15,NBA,ATL,C,73,5.7,1.0,1.2,4.9,0.539
2012,3186,32,13,NBA,PHI,C,60,11.0,1.6,1.6,7.2,0.494
2002,3186,22,3,NBA,LAC,PF,80,18.2,2.4,2.0,11.6,0.527
2015,3186,35,16,NBA,ATL,C,36,2.7,0.6,0.7,2.8,0.442
2011,3186,31,12,NBA,PHI,PF,81,15.0,1.5,1.3,8.3,0.512
2013,3186,33,14,NBA,DAL,C,72,7.2,1.0,1.3,6.0,0.473
2007,3186,27,8,NBA,LAC,PF,80,20.5,2.9,2.2,9.3,0.533
2005,3186,25,6,NBA,LAC,PF,81,20.0,2.6,2.1,9.5,0.503
2004,3186,24,5,NBA,LAC,PF,69,20.0,3.3,2.2,10.3,0.493
2008,3186,28,9,NBA,LAC,PF,8,17.6,2.0,1.9,8.0,0.456
2003,3186,23,4,NBA,LAC,PF,62,18.5,2.5,2.5,11.3,0.502
2001,3187,25,2,NBA,NJN,C,74,3.4,0.5,0.8,4.9,0.46
2003,3187,27,4,NBA,DAL,C,17,1.0,0.4,0.4,1.7,0.368
2000,3187,24,1,NBA,NJN,C,31,2.9,0.7,0.7,3.5,0.528
2002,3187,26,3,NBA,DAL,C,31,2.0,0.3,0.3,3.2,0.42
2005,3188,28,6,NBA,DEN,SG,70,6.2,1.9,0.1,3.0,0.609
2002,3188,25,3,NBA,DAL,SG,44,5.8,1.1,0.4,3.9,0.538
2001,3188,24,2,NBA,DAL,SG,37,6.2,1.3,0.2,4.2,0.443
2009,3188,32,10,NBA,MEM,SF,63,2.5,0.9,0.1,2.1,0.425
2004,3188,27,5,NBA,PHI,SG,53,3.1,0.8,0.1,1.9,0.411
2007,3188,30,8,NBA,DAL,SG,76,4.0,0.9,0.1,2.1,0.465
2000,3188,23,1,NBA,DAL,SG,48,5.7,1.1,0.4,3.6,0.498
2008,3188,31,9,NBA,MIN,SG,31,4.0,1.3,0.1,2.1,0.449
2006,3188,29,7,NBA,DEN,SG,73,6.7,1.7,0.3,2.9,0.537
2003,3188,26,4,NBA,PHI,SG,75,6.0,1.3,0.2,2.9,0.484
2000,3189,23,1,NBA,MIA,PF,12,1.5,0.3,0.1,1.8,0.35
2002,3189,25,2,NBA,LAC,PF,25,2.2,0.2,0.0,1.6,0.512
2002,3190,28,3,NBA,PHI,SG,3,3.3,0.3,0.0,0.3,0.714
2000,3190,26,1,NBA,PHI,SG,11,0.5,0.1,0.0,0.2,1.0
2001,3190,27,2,NBA,ATL,PG,3,0.0,2.3,0.0,0.7,0.0
2001,3191,27,2,NBA,NJN,SF,5,2.6,0.0,0.0,1.8,0.342
2000,3191,26,1,NBA,BOS,SF,3,3.7,0.7,0.0,0.7,0.5
2000,3191,26,1,NBA,TOT,SF,7,2.4,0.9,0.0,0.7,0.444
2000,3191,26,1,NBA,GSW,SF,4,1.5,1.0,0.0,0.8,0.375
2010,3192,33,11,NBA,NOH,SF,77,5.2,1.5,0.2,4.3,0.483
2003,3192,26,4,NBA,DEN,SF,25,14.1,3.1,0.2,5.8,0.41
2003,3192,26,4,NBA,HOU,SF,58,9.3,1.8,0.2,4.8,0.493
2002,3192,25,3,NBA,DEN,SF,73,10.7,2.5,0.5,5.9,0.422
2006,3192,29,7,NBA,MIA,SF,67,7.2,1.3,0.3,4.8,0.551
2003,3192,26,4,NBA,TOT,SF,83,10.8,2.2,0.2,5.1,0.457
2001,3192,24,2,NBA,DEN,SF,82,8.1,2.0,0.5,5.3,0.467
2011,3192,34,12,NBA,IND,SF,49,4.9,0.7,0.1,3.0,0.475
2008,3192,31,9,NBA,BOS,PF,74,7.4,1.5,0.3,4.4,0.546
2007,3192,30,8,NBA,MIA,SF,71,7.7,1.3,0.3,5.0,0.543
2004,3192,27,5,NBA,MEM,SG,82,13.7,1.5,0.5,4.9,0.551
2009,3192,32,10,NBA,NOH,SG,75,8.9,1.1,0.3,4.8,0.523
2005,3192,28,6,NBA,MEM,SF,50,8.1,1.8,0.5,4.4,0.434
2000,3192,23,1,NBA,DEN,SF,81,8.2,1.8,0.4,3.9,0.506
2000,3193,24,1,NBA,CHH,PG,1,0.0,1.0,0.0,0.0,0.0
2008,3194,30,9,NBA,DAL,SG,82,15.5,3.2,0.2,2.5,0.535
2013,3194,35,14,NBA,BOS,SG,79,10.1,2.5,0.1,2.0,0.529
2004,3194,26,5,NBA,ATL,PG,81,16.8,5.4,0.2,4.1,0.478
2012,3194,34,13,NBA,DAL,SG,63,15.1,3.6,0.2,2.4,0.513
2007,3194,29,8,NBA,DAL,SG,81,16.7,5.2,0.2,2.9,0.56
2005,3194,27,6,NBA,DAL,PG,80,12.4,5.4,0.2,2.4,0.57
2011,3194,33,12,NBA,DAL,SG,82,15.8,4.1,0.2,1.9,0.509
